
  2024-12-26 15:32:02 Running ['artisan' app:handle-package-expiry]  260.80ms DONE
  2024-12-26 15:46:01 Running ['artisan' app:handle-package-expiry]  276.69ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:47:01 Running ['artisan' app:handle-package-expiry]  273.98ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:48:01 Running ['artisan' app:handle-package-expiry]  304.15ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:49:01 Running ['artisan' app:handle-package-expiry]  257.35ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:50:01 Running ['artisan' app:handle-package-expiry]  301.16ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:51:02 Running ['artisan' app:handle-package-expiry]  243.72ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:52:02 Running ['artisan' app:handle-package-expiry]  247.59ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:53:01 Running ['artisan' app:handle-package-expiry]  251.34ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:54:01 Running ['artisan' app:handle-package-expiry]  257.04ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:55:01 Running ['artisan' app:handle-package-expiry]  261.17ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:56:02 Running ['artisan' app:handle-package-expiry]  246.72ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:57:02 Running ['artisan' app:handle-package-expiry]  245.12ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:58:01 Running ['artisan' app:handle-package-expiry]  247.49ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 15:59:01 Running ['artisan' app:handle-package-expiry]  243.99ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:00:02 Running ['artisan' inspire] .............. 251.13ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' inspire > '/dev/null' 2>&1  
  2024-12-26 16:00:02 Running ['artisan' app:handle-package-expiry]  284.38ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:01:01 Running ['artisan' app:handle-package-expiry]  254.61ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:02:02 Running ['artisan' app:handle-package-expiry]  239.78ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:03:02 Running ['artisan' app:handle-package-expiry]  240.43ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:04:01 Running ['artisan' app:handle-package-expiry]  298.69ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:05:02 Running ['artisan' app:handle-package-expiry]  262.17ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:06:01 Running ['artisan' app:handle-package-expiry]  264.78ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:07:01 Running ['artisan' app:handle-package-expiry]  266.70ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:08:01 Running ['artisan' app:handle-package-expiry]  266.63ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:09:02 Running ['artisan' app:handle-package-expiry]  248.37ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:10:02 Running ['artisan' app:handle-package-expiry]  252.47ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:11:01 Running ['artisan' app:handle-package-expiry]  254.43ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:12:01 Running ['artisan' app:handle-package-expiry]  320.96ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:13:02 Running ['artisan' app:handle-package-expiry]  237.85ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:14:01 Running ['artisan' app:handle-package-expiry]  249.92ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:15:02 Running ['artisan' app:handle-package-expiry]  357.32ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:16:02 Running ['artisan' app:handle-package-expiry]  246.81ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:17:01 Running ['artisan' app:handle-package-expiry]  273.99ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:18:01 Running ['artisan' app:handle-package-expiry]  323.12ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:19:01 Running ['artisan' app:handle-package-expiry]  256.65ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:20:02 Running ['artisan' app:handle-package-expiry]  256.74ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:21:01 Running ['artisan' app:handle-package-expiry]  278.85ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:22:01 Running ['artisan' app:handle-package-expiry]  253.58ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:23:02 Running ['artisan' app:handle-package-expiry]  251.66ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:24:01 Running ['artisan' app:handle-package-expiry]  240.30ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:25:01 Running ['artisan' app:handle-package-expiry]  281.16ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:26:01 Running ['artisan' app:handle-package-expiry]  241.15ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:27:02 Running ['artisan' app:handle-package-expiry]  241.22ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:28:02 Running ['artisan' app:handle-package-expiry]  296.79ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:29:01 Running ['artisan' app:handle-package-expiry]  269.04ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:30:02 Running ['artisan' app:handle-package-expiry]  296.22ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:31:01 Running ['artisan' app:handle-package-expiry]  243.28ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:32:01 Running ['artisan' app:handle-package-expiry]  253.90ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:33:01 Running ['artisan' app:handle-package-expiry]  258.56ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:34:02 Running ['artisan' app:handle-package-expiry]  241.56ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:35:02 Running ['artisan' app:handle-package-expiry]  251.69ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:36:01 Running ['artisan' app:handle-package-expiry]  257.75ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:37:01 Running ['artisan' app:handle-package-expiry]  253.51ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:38:02 Running ['artisan' app:handle-package-expiry]  277.91ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:39:02 Running ['artisan' app:handle-package-expiry]  248.45ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:40:01 Running ['artisan' app:handle-package-expiry]  261.58ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:41:01 Running ['artisan' app:handle-package-expiry]  293.86ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:42:01 Running ['artisan' app:handle-package-expiry]  279.22ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:43:02 Running ['artisan' app:handle-package-expiry]  241.76ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:44:02 Running ['artisan' app:handle-package-expiry]  247.43ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:45:01 Running ['artisan' app:handle-package-expiry]  316.19ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:46:01 Running ['artisan' app:handle-package-expiry]  258.50ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:47:02 Running ['artisan' app:handle-package-expiry]  242.19ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:48:02 Running ['artisan' app:handle-package-expiry]  252.84ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:49:01 Running ['artisan' app:handle-package-expiry]  248.50ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:50:01 Running ['artisan' app:handle-package-expiry]  294.39ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:51:02 Running ['artisan' app:handle-package-expiry]  241.32ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:52:02 Running ['artisan' app:handle-package-expiry]  287.45ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:53:01 Running ['artisan' app:handle-package-expiry]  246.98ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:54:01 Running ['artisan' app:handle-package-expiry]  256.94ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:55:01 Running ['artisan' app:handle-package-expiry]  260.30ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:56:02 Running ['artisan' app:handle-package-expiry]  245.93ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:57:02 Running ['artisan' app:handle-package-expiry]  241.49ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:58:01 Running ['artisan' app:handle-package-expiry]  255.40ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 16:59:01 Running ['artisan' app:handle-package-expiry]  258.70ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:00:02 Running ['artisan' inspire] .............. 284.86ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' inspire > '/dev/null' 2>&1  
  2024-12-26 17:00:02 Running ['artisan' app:handle-package-expiry]  300.73ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:01:01 Running ['artisan' app:handle-package-expiry]  249.81ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:02:01 Running ['artisan' app:handle-package-expiry]  266.21ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:03:02 Running ['artisan' app:handle-package-expiry]  254.14ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:04:02 Running ['artisan' app:handle-package-expiry]  253.99ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:05:01 Running ['artisan' app:handle-package-expiry]  255.20ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:06:01 Running ['artisan' app:handle-package-expiry]  305.49ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:07:01 Running ['artisan' app:handle-package-expiry]  256.65ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:08:02 Running ['artisan' app:handle-package-expiry]  239.75ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:09:01 Running ['artisan' app:handle-package-expiry]  264.69ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:10:02 Running ['artisan' app:handle-package-expiry]  247.73ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:11:02 Running ['artisan' app:handle-package-expiry]  234.58ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:12:01 Running ['artisan' app:handle-package-expiry]  243.94ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:13:01 Running ['artisan' app:handle-package-expiry]  298.77ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:14:02 Running ['artisan' app:handle-package-expiry]  249.81ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:15:02 Running ['artisan' app:handle-package-expiry]  304.38ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:16:01 Running ['artisan' app:handle-package-expiry]  261.27ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:17:01 Running ['artisan' app:handle-package-expiry]  248.15ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:18:02 Running ['artisan' app:handle-package-expiry]  239.82ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:19:02 Running ['artisan' app:handle-package-expiry]  242.11ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:20:01 Running ['artisan' app:handle-package-expiry]  249.79ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:21:01 Running ['artisan' app:handle-package-expiry]  262.04ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:22:02 Running ['artisan' app:handle-package-expiry]  245.55ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:23:02 Running ['artisan' app:handle-package-expiry]  238.82ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:24:01 Running ['artisan' app:handle-package-expiry]  242.06ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:25:01 Running ['artisan' app:handle-package-expiry]  265.45ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:26:01 Running ['artisan' app:handle-package-expiry]  258.53ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:27:02 Running ['artisan' app:handle-package-expiry]  233.89ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:28:02 Running ['artisan' app:handle-package-expiry]  248.24ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:29:01 Running ['artisan' app:handle-package-expiry]  253.22ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:30:02 Running ['artisan' app:handle-package-expiry]  307.30ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:31:02 Running ['artisan' app:handle-package-expiry]  241.76ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:32:01 Running ['artisan' app:handle-package-expiry]  259.98ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:33:01 Running ['artisan' app:handle-package-expiry]  267.05ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:34:01 Running ['artisan' app:handle-package-expiry]  274.29ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:35:02 Running ['artisan' app:handle-package-expiry]  236.77ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:36:02 Running ['artisan' app:handle-package-expiry]  243.20ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:37:01 Running ['artisan' app:handle-package-expiry]  258.89ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:38:01 Running ['artisan' app:handle-package-expiry]  255.65ms DONE
  ⇂ '/opt/cpanel/ea-php82/root/usr/bin/php' 'artisan' app:handle-package-expiry > '/dev/null' 2>&1  


  2024-12-26 17:39:01 Running ['artisan' app:handle-package-expiry]  264.50ms DONE
